Symbol,lung_tsne2d_hier_clust,brain_tsne2d_hier_clust,pbmc_tsne2d_hier_clust,liver_tsne2d_hier_clust,colon_tsne2d_hier_clust,gut_tsne2d_hier_clust,heart_tsne2d_hier_clust,kidney_tsne2d_hier_clust,retina_tsne2d_hier_clust
KIF20A,2,62,7,48,4,95,99,108,35
KIF20B,30,95,107,112,2,107,25,128,82
KIF21A,61,92,112,121,42,148,133,122,124
KIF21B,61,93,122,126,40,149,135,119,103
KIF22,46,72,107,112,3,107,141,128,79
KIF23,4,11,7,53,10,91,99,105,35
KIF24,26,69,55,68,65,128,82,64,66
KIF25,38,105,38,109,63,16,48,47,31
KIF25-AS1,18,5,90,20,17,119,6,39,69
KIF26A,51,34,89,20,62,141,91,113,95
KIF26B,97,21,43,109,71,55,64,88,11
KIF27,67,102,70,26,28,8,16,73,108
KIF2A,30,95,112,114,42,107,138,121,83
KIF2B,20,16,54,73,24,123,72,61,66
KIF2C,30,96,122,112,2,107,133,121,83
KIF3A,37,3,90,93,45,122,33,51,99
KIF3B,56,37,72,65,53,136,93,113,95
KIF3C,54,27,119,125,56,140,86,137,107
KIF4A,44,73,107,41,3,107,141,128,82
KIF4B,60,97,70,118,30,21,17,103,117
KIF5A,27,16,54,81,23,122,80,66,70
KIF5B,54,24,126,127,59,123,82,120,97
KIF5C,32,50,90,90,53,137,91,59,94
KIF6,32,5,89,58,82,16,31,140,107
KIF7,18,58,1,70,17,117,145,68,65
KIF9,14,58,2,77,19,118,73,37,65
KIFAP3,23,17,55,74,64,123,82,53,98
KIFBP,59,27,60,58,58,130,35,118,107
KIFC1,46,63,102,42,3,104,76,41,74
KIFC2,19,35,66,128,61,138,3,55,131
KIFC3,12,56,2,77,18,118,146,39,62
KIN,48,65,97,49,4,92,75,106,31
KIR2DL1,105,74,37,131,124,75,105,33,53
KIR2DL2,105,74,35,95,124,75,101,12,40
KIR2DL3,9,117,14,6,116,82,149,21,84
KIR2DL4,107,124,16,1,117,73,122,34,59
KIR2DS1,76,45,60,89,86,35,52,138,144
KIR2DS2,119,74,37,131,121,70,106,35,39
KIR2DS3,105,86,37,133,124,75,111,10,39
KIR2DS5,116,85,47,99,125,65,119,8,44
KIR3DL1,115,67,37,95,126,75,102,13,40
KIR3DL2,116,83,42,95,73,44,117,9,6
KIR3DL3,102,121,18,10,118,71,126,26,57
KIR3DP1,115,22,42,107,71,66,44,13,6
KIR3DS1,49,66,45,137,132,41,119,125,9
KIR3DX1,26,5,115,130,61,141,3,54,93
KIRREL1,7,116,11,14,111,89,132,23,90
KIRREL2,34,1,91,82,85,52,63,129,12
KIRREL3,112,57,113,119,34,33,144,103,120
KIRREL3-AS3,70,40,60,118,90,31,5,83,117
KISS1,58,44,63,32,91,6,6,115,138
KISS1R,61,100,122,117,40,2,5,109,111
KIT,33,13,24,79,132,121,104,125,48
KITLG,75,87,51,103,134,46,117,125,40
KIZ,20,69,56,135,24,127,81,64,66
KL,49,75,,83,130,,56,25,53
KLB,76,31,82,64,81,34,52,89,16
KLC1,37,5,54,80,45,122,80,52,99
KLC2,53,36,89,66,62,129,91,117,107
KLC3,28,70,57,69,25,117,73,68,64
KLC4,27,15,54,81,23,124,80,69,71
KLF1,44,54,98,72,16,112,142,49,79
KLF10,44,71,99,113,67,112,137,48,80
KLF11,22,29,119,129,60,146,61,58,107
KLF12,39,60,96,46,13,95,68,44,73
KLF13,60,98,114,116,31,149,22,118,125
KLF15,39,62,96,48,11,95,68,44,28
KLF16,2,62,97,48,11,95,98,43,28
KLF17,16,15,53,87,46,49,65,67,46
KLF2,54,29,120,135,60,147,133,117,104
KLF3,40,59,92,75,14,97,70,45,72
KLF4,45,61,97,48,11,96,98,43,28
KLF5,39,59,94,76,12,97,70,45,72
KLF6,39,60,95,47,16,102,75,46,73
KLF7,61,27,116,124,41,140,61,118,106
KLF8,39,59,92,46,13,95,68,44,73
KLF9,39,60,95,47,16,98,75,40,78
KLHDC1,59,14,66,113,57,28,15,58,110
KLHDC10,63,52,80,19,47,15,41,135,135
KLHDC2,32,52,79,90,51,137,32,114,133
KLHDC3,23,24,128,113,69,108,134,120,97
KLHDC4,59,99,61,28,43,8,9,136,111
KLHDC7B,17,57,99,74,25,109,136,47,81
KLHDC8A,72,105,68,119,33,24,15,100,25
KLHDC8B,55,104,75,113,44,29,22,137,113
KLHDC9,76,33,85,59,86,34,44,77,18
KLHL1,53,36,64,56,50,15,39,114,133
KLHL10,64,41,64,66,50,140,86,113,131
KLHL11,49,66,25,3,130,74,101,125,48
KLHL12,20,19,56,71,65,123,82,64,98
KLHL13,37,3,53,83,45,132,30,51,125
KLHL14,37,3,89,66,45,125,28,51,99
KLHL15,37,3,90,93,55,142,90,51,99
KLHL17,108,33,52,110,75,51,65,16,11
KLHL18,59,38,115,126,56,149,23,57,105
KLHL2,19,25,115,135,66,123,81,61,98
KLHL20,44,54,105,41,67,103,142,49,79
KLHL21,24,25,123,113,68,109,134,61,97
KLHL22,114,68,41,136,72,41,26,17,2
KLHL23,54,50,72,30,56,143,34,55,129
KLHL24,36,3,53,82,45,142,30,50,128
KLHL25,52,50,71,21,64,137,39,56,129
KLHL26,16,12,54,89,21,132,91,72,99
KLHL28,51,37,128,127,64,143,92,52,95
KLHL29,53,37,126,130,64,144,35,60,95
KLHL3,36,36,126,89,64,143,89,51,95
KLHL30,37,24,80,,63,122,144,67,128
KLHL30-AS1,78,23,74,24,101,39,13,87,25
KLHL32,26,16,55,68,65,125,93,66,92
KLHL33,71,43,75,116,89,24,9,81,145
KLHL34,51,36,67,135,64,127,35,53,92
KLHL35,34,49,85,59,49,5,33,134,12
KLHL36,70,39,120,114,44,26,9,94,113
KLHL38,12,55,3,79,18,119,145,39,62
KLHL4,63,39,113,27,36,8,16,140,122
KLHL40,28,70,56,135,24,116,72,62,68
KLHL41,59,24,116,26,59,139,21,137,102
KLHL42,35,12,54,81,21,122,88,66,99
KLHL5,57,41,60,58,56,2,11,116,142
KLHL6,66,102,113,37,28,27,25,75,112
KLHL7,61,24,121,115,40,149,23,117,105
KLHL8,53,44,115,127,62,137,8,117,110
KLHL9,37,8,53,93,46,47,29,71,125
KLK1,105,79,21,3,127,75,109,2,56
KLK10,3,124,13,13,130,87,124,36,58
KLK11,120,74,26,133,135,42,57,12,40
KLK12,58,97,114,118,93,29,4,73,113
KLK13,117,68,25,96,131,41,58,14,6
KLK14,109,21,39,103,133,53,50,15,11
KLK15,3,116,9,14,110,89,132,19,91
KLK2,107,78,37,1,122,78,113,31,39
KLK3,119,78,25,1,121,73,111,35,53
KLK4,113,21,39,96,85,44,47,17,43
KLK5,107,123,37,2,123,78,109,33,55
KLK6,117,18,43,100,131,44,53,15,9
KLK7,49,75,24,33,130,74,101,36,40
KLK8,120,74,27,133,135,67,108,35,48
KLK9,33,50,78,88,54,17,43,135,13
KLKB1,110,51,82,105,47,5,31,134,12
KLKP1,89,41,63,128,32,11,3,112,23
KLLN,71,47,60,59,90,19,43,78,144
KLRA1P,103,79,21,1,124,75,111,10,38
KLRB1,104,122,18,31,118,70,126,27,58
KLRC1,6,111,8,11,108,79,147,23,87
KLRC2,8,118,14,9,116,89,121,28,86
KLRC3,107,122,19,1,118,72,122,28,58
KLRC4,104,77,36,33,119,77,123,27,55
KLRD1,9,117,10,5,111,89,127,21,90
KLRF1,95,33,38,127,100,34,44,87,16
KLRG1,101,87,23,100,128,75,106,11,37
KLRG2,3,116,13,6,110,89,129,19,91
KLRK1,101,87,23,99,125,61,106,9,38
KMO,110,41,77,17,58,3,23,114,104
KMT2A,40,59,92,47,13,97,68,44,73
KMT2B,39,60,92,76,12,98,70,45,72
KMT2C,40,59,92,76,14,98,70,45,72
KMT2D,40,59,92,75,14,97,70,45,72
KMT2E,50,92,112,120,42,148,141,122,124
KMT5A,48,64,102,49,5,101,78,42,32
KMT5B,61,93,111,115,40,149,22,119,102
KMT5C,46,72,102,42,3,106,142,128,76
KNDC1,57,51,119,61,92,15,31,116,140
KNG1,119,74,35,8,121,78,57,33,40
KNL1,31,25,123,113,68,112,60,120,80
KNOP1,5,9,4,52,8,90,100,104,34
KNSTRN,27,14,54,65,23,125,71,64,100
KNTC1,104,125,36,131,119,76,110,27,55
KPNA1,39,60,95,47,13,98,68,44,73
KPNA2,45,60,95,47,15,98,75,44,73
KPNA3,43,63,98,43,15,102,142,40,78
KPNA4,46,63,104,41,1,103,142,41,75
KPNA5,46,72,107,43,3,106,142,41,75
KPNA6,45,63,102,47,1,102,76,40,74
KPNA7,61,94,110,114,44,23,18,93,122
KPNB1,48,64,102,42,5,104,78,43,32
KPRP,12,55,24,131,18,119,104,39,69
KPTN,108,6,88,92,49,132,64,123,127
KRAS,85,82,29,39,85,114,120,132,27
KRBA1,27,19,55,89,23,125,71,72,70
KRBA2,23,24,108,119,70,149,21,63,101
KRBOX4,64,45,78,19,50,15,52,116,132
KRBOX5,69,41,62,85,90,10,43,56,140
KRCC1,60,29,122,115,41,26,61,118,102
KREMEN2,107,124,37,9,122,72,113,34,59
KRI1,1,9,4,52,9,91,100,104,34
KRIT1,101,86,22,96,125,41,111,11,38
KRR1,5,9,4,51,8,90,100,104,34
KRT1,31,93,111,37,40,147,141,121,103
KRT10,111,108,101,122,39,148,140,132,121
KRT12,73,99,118,24,90,8,9,74,110
KRT13,17,70,56,135,25,116,60,68,81
KRT14,29,96,106,114,40,107,133,121,82
KRT15,12,56,2,77,19,118,145,37,65
KRT16,25,71,100,112,68,109,135,62,81
KRT17,112,106,101,40,95,20,114,91,119
KRT18,17,57,56,135,24,115,136,47,64
KRT18P11,74,97,63,18,90,5,23,142,140
KRT18P15,71,41,83,128,90,2,1,110,139
KRT18P31,70,52,119,119,90,13,8,76,117
KRT19,14,56,1,77,19,118,66,37,63
KRT2,29,73,106,112,70,112,138,120,83
KRT20,18,58,58,71,17,117,71,67,67
KRT222,19,17,66,127,66,129,86,54,98
KRT23,20,17,126,127,65,129,82,52,92
KRT24,17,70,56,135,25,123,81,65,66
KRT25,28,25,128,116,66,129,23,66,96
KRT26,28,69,55,127,23,125,82,65,98
KRT27,12,58,2,70,19,118,145,37,65
KRT28,26,25,115,116,66,140,85,52,107
KRT3,13,70,56,74,17,124,72,68,68
KRT31,12,56,3,79,18,118,146,39,62
KRT32,24,17,128,124,65,127,86,64,96
KRT33A,66,106,125,118,30,20,15,103,117
KRT33B,18,70,57,89,17,117,89,67,68
KRT34,12,55,3,79,18,119,146,39,61
KRT35,14,56,3,79,19,118,145,38,69
KRT36,18,57,56,69,17,124,72,68,68
KRT37,18,58,58,70,17,117,73,67,65
KRT38,12,56,2,78,19,118,146,37,62
KRT39,18,58,58,68,17,117,71,67,67
KRT4,28,25,123,126,66,127,61,63,97
KRT40,12,56,2,78,18,118,146,39,62
KRT43P,70,41,65,118,36,19,8,112,126
KRT5,30,92,112,114,42,147,115,121,124
KRT6A,25,73,105,115,68,109,135,62,83
KRT6B,44,95,107,120,2,107,141,121,82
KRT6C,17,69,123,115,24,123,60,65,80
KRT7,58,40,75,24,31,29,14,109,113
KRT71,17,17,123,125,24,127,82,64,66
KRT72,28,25,123,117,24,127,61,65,97
KRT73,53,37,64,21,50,137,37,55,133
KRT74,18,16,55,127,22,125,82,69,66
KRT75,12,56,1,77,19,118,145,39,65
KRT76,13,70,56,74,17,124,72,68,64
KRT77,23,93,111,118,60,25,18,118,103
KRT78,25,71,123,113,68,108,60,62,80
KRT79,28,17,128,130,66,127,85,64,96
KRT8,13,56,58,70,17,118,145,67,65
KRT80,24,25,122,115,24,108,134,64,101
KRT81,18,16,55,66,22,124,89,69,70
KRT82,26,19,128,127,23,128,92,64,100
KRT83,14,58,58,71,17,117,84,38,65
KRT84,112,97,110,119,30,25,18,92,122
KRT85,17,69,56,135,25,124,81,69,66
KRT86,18,16,55,91,22,120,90,72,71
KRT87P,64,40,76,32,32,3,8,110,139
KRT8P12,53,40,72,16,50,13,43,56,23
KRT8P3,81,105,69,,89,40,,100,25
KRT8P48,71,41,,82,90,1,1,139,
KRT9,111,108,101,122,37,148,140,132,121
KRTAP1-1,12,55,3,79,18,119,144,39,61
KRTAP1-3,12,55,3,79,18,119,144,39,61
KRTAP1-5,15,55,3,79,17,119,84,38,69
KRTAP10-1,12,55,3,79,18,119,144,39,61
KRTAP10-10,15,13,58,92,17,121,84,38,69
KRTAP10-11,15,55,3,80,17,119,84,38,69
KRTAP10-3,12,55,3,79,18,119,144,39,61
KRTAP10-4,35,5,124,91,66,126,38,54,96
KRTAP10-5,12,55,3,79,18,119,144,39,61
KRTAP10-6,14,56,2,70,17,118,84,37,69
KRTAP10-7,12,55,2,79,18,119,144,39,62
KRTAP10-8,12,55,3,79,18,119,144,39,61
KRTAP10-9,12,55,3,79,18,119,144,39,61
KRTAP11-1,12,55,3,79,18,119,144,39,61
KRTAP12-1,12,55,3,79,18,119,144,39,61
KRTAP12-2,12,55,3,79,18,119,144,39,61
KRTAP12-3,12,55,3,79,18,119,144,39,61
KRTAP12-4,12,55,3,79,19,119,145,39,69
KRTAP13-1,15,13,58,81,17,119,84,38,69
KRTAP13-2,12,56,3,81,19,119,145,37,62
KRTAP13-3,14,56,1,70,19,117,145,37,65
KRTAP13-4,27,15,53,91,23,122,91,72,70
KRTAP15-1,12,55,3,79,18,119,145,39,69
KRTAP16-1,20,40,76,26,90,43,21,116,14
KRTAP17-1,15,55,3,80,17,119,84,38,69
KRTAP19-1,14,58,1,70,17,117,73,37,65
KRTAP19-2,12,55,3,80,17,121,84,38,69
KRTAP19-3,28,19,56,89,22,125,71,69,70
KRTAP19-4,34,48,82,19,81,5,48,142,135
KRTAP19-5,12,56,2,78,18,118,145,37,62
KRTAP19-6,14,56,2,70,19,117,73,37,65
KRTAP19-7,12,56,2,78,19,118,143,37,65
KRTAP2-2,65,,74,,86,2,46,141,16
KRTAP2-3,12,55,3,79,18,119,144,39,61
KRTAP2-4,12,55,3,79,19,119,144,39,61
KRTAP21-2,18,58,1,71,17,117,73,67,67
KRTAP22-1,18,70,56,68,22,124,72,69,71
KRTAP23-1,26,16,56,68,22,122,71,69,70
KRTAP26-1,12,55,2,79,18,119,145,39,61
KRTAP3-1,12,55,3,79,18,119,145,39,61
KRTAP3-2,12,55,3,79,18,119,144,39,61
KRTAP3-3,12,55,3,79,19,119,145,39,62
KRTAP4-1,15,13,58,80,17,121,84,71,69
KRTAP4-11,12,55,3,79,18,119,144,39,61
KRTAP4-12,12,55,3,79,18,119,144,39,61
KRTAP4-2,12,55,3,79,18,119,144,39,61
KRTAP4-4,12,55,3,79,18,119,144,39,61
KRTAP4-5,12,55,3,79,18,119,144,39,61
KRTAP4-7,16,13,54,92,22,122,88,72,71
KRTAP5-1,27,12,54,134,22,132,88,71,71
KRTAP5-11,12,55,3,79,18,119,144,39,61
KRTAP5-2,15,55,3,79,17,119,84,38,69
KRTAP5-3,15,55,3,79,18,119,84,39,61
KRTAP5-4,15,55,3,80,17,119,84,38,69
KRTAP5-6,12,55,3,79,18,119,144,39,61
KRTAP5-7,12,55,3,79,17,119,144,38,61
KRTAP5-8,27,14,54,83,63,47,49,69,99
KRTAP5-9,12,55,3,79,18,119,144,39,61
KRTAP6-1,12,56,3,79,19,118,145,37,62
KRTAP6-2,12,56,2,79,18,118,146,39,62
KRTAP6-3,12,55,3,79,18,119,146,39,61
KRTAP7-1,13,58,1,69,17,117,72,37,64
KRTAP8-1,12,56,2,70,19,118,143,37,65
KRTAP9-1,67,40,113,36,,24,16,73,118
KRTAP9-2,12,55,3,79,18,119,144,39,61
KRTAP9-3,12,55,3,79,18,119,144,39,61
KRTAP9-4,15,13,58,81,17,121,84,71,69
KRTAP9-7,69,100,70,34,36,20,10,74,25
KRTAP9-8,12,55,3,79,18,119,144,39,61
KRTAP9-9,67,59,75,,28,4,14,,24
KRTCAP2,104,125,36,4,115,69,126,4,57
KRTCAP3,106,121,19,2,117,83,121,26,57
KSR1,15,55,24,79,20,119,146,71,61
KSR2,53,35,62,16,56,138,36,56,130
KTI12,65,48,80,82,87,3,42,143,13
KTN1,98,127,32,8,105,63,128,32,57
KXD1,18,58,3,70,17,118,145,67,65
KY,84,96,62,28,90,11,35,131,30
KYAT1,51,37,66,23,64,17,31,53,93
KYAT3,90,91,50,63,97,38,24,97,22
KYNU,88,89,47,63,79,34,24,97,26
L1CAM,115,79,21,133,126,75,102,10,40
L1TD1,30,96,111,114,40,148,133,119,124
L2HGDH,101,81,32,137,128,64,116,7,45
L3HYPDH,75,48,74,62,100,7,52,76,18
L3MBTL1,50,72,103,45,3,106,142,128,75
L3MBTL2,41,59,92,76,14,97,69,45,72
L3MBTL3,42,53,99,72,12,111,66,46,77
L3MBTL4,71,39,70,38,31,24,51,73,110
LACC1,36,4,67,83,52,145,39,113,93
LACRT,49,74,21,99,121,74,58,35,7
LACTB,85,113,30,55,104,134,94,127,52
LACTB2,85,115,29,54,106,59,139,85,50
LACTBL1,112,107,109,118,38,21,17,92,107
LAD1,65,44,69,17,86,2,4,115,137
LAG3,120,78,25,131,121,74,103,35,53
LAGE3,63,49,91,83,55,142,50,60,134
LAIR1,88,44,52,32,98,136,11,82,25
LAIR2,49,75,21,1,122,75,58,36,53
LALBA,76,51,65,17,90,3,24,82,144
LAMA1,119,78,21,31,122,78,102,35,53
LAMA2,54,28,60,117,31,27,61,137,113
LAMA3,3,124,20,9,122,72,113,34,59
LAMA4,96,21,44,99,75,44,59,89,2
LAMA5,3,116,13,15,110,87,122,19,91
LAMB1,3,124,19,7,117,72,113,34,59
LAMB2,3,110,13,15,110,87,122,19,91
LAMB3,3,118,16,6,110,83,123,34,58
LAMB4,73,29,113,129,34,8,14,75,138
LAMC1,107,123,37,8,123,77,111,33,55
LAMC2,38,1,84,100,133,45,53,14,11
LAMC3,109,18,43,103,48,56,54,14,9
LAMP1,7,116,9,11,107,89,148,21,90
LAMP2,10,116,11,15,113,89,131,21,90
LAMP3,7,109,9,11,107,89,148,21,90
LAMP5,105,87,24,89,129,75,84,10,39
LAMTOR1,7,119,9,15,111,88,132,34,58
LAMTOR2,98,127,32,4,105,65,125,4,52
LAMTOR3,98,82,32,54,120,37,125,6,50
LAMTOR4,91,21,25,97,80,55,54,89,3
LAMTOR5,96,18,25,99,133,46,56,138,10
LANCL1,88,89,48,102,97,34,26,95,27
LANCL1-AS1,111,112,,30,93,3,93,134,144
LANCL2,71,40,81,82,100,10,43,115,113
LANCL3,26,106,78,74,63,115,5,51,129
LAP3,85,115,49,39,106,59,139,85,22
LAPTM4A,99,85,23,97,128,67,106,3,38
LAPTM4B,8,118,17,5,116,87,129,21,86
LAPTM5,101,87,22,33,126,41,105,9,41
LARGE1,3,119,17,10,117,83,113,34,58
LARGE2,3,110,9,11,109,80,132,19,91
LARP1,1,10,6,52,9,94,97,108,36
LARP1B,1,11,6,48,9,94,99,105,36
LARP4,48,65,97,44,4,101,78,106,31
LARP4B,2,62,96,46,11,95,68,108,29
LARP4P,64,98,71,18,87,3,1,143,112
LARP6,112,106,111,114,38,22,18,103,122
LARP7,5,9,4,51,8,90,100,104,34
LARS1,4,11,7,49,10,101,99,106,30
LARS2,87,114,28,55,102,135,94,127,51
LAS1L,48,65,97,44,10,92,77,106,31
LASP1,14,58,1,70,19,118,143,37,65
LAT,9,116,13,5,111,89,132,21,91
LAT2,65,46,91,58,92,17,41,112,143
LATS1,18,58,58,70,17,118,146,67,65
LATS2,18,58,1,78,17,118,146,67,65
LAX1,59,39,120,25,34,8,9,73,113
LAYN,114,83,39,101,73,41,102,9,44
LBH,30,94,106,112,40,107,141,122,103
LBHD1,69,101,119,27,91,10,7,113,113
LBP,75,51,85,100,88,52,13,140,122
LBR,85,82,32,137,105,37,125,6,50
LBX1,28,70,56,74,24,124,72,69,68
LBX1-AS1,23,71,73,60,36,16,2,115,
LBX2,70,40,70,36,92,15,10,110,114
LCA5,18,70,56,113,22,116,73,69,64
LCA5L,26,17,55,127,65,143,93,64,96
LCAT,77,30,40,64,83,34,46,89,18
LCE1A,12,55,3,79,18,119,144,39,61
LCE1B,12,55,3,79,18,119,144,39,61
LCE1C,12,55,3,79,18,119,144,39,61
LCE1D,12,55,3,79,18,119,144,39,61
LCE1E,12,55,3,79,18,119,144,39,61
LCE1F,12,55,3,79,18,119,144,39,61
LCE2A,12,55,3,79,18,119,144,39,61
LCE2B,12,55,3,79,18,119,144,39,61
LCE2C,12,55,3,79,18,119,144,39,61
LCE2D,12,55,3,79,18,119,144,39,61
LCE3A,12,55,3,79,18,119,144,39,61
LCE3B,15,55,3,79,17,119,84,39,61
LCE3C,12,55,3,79,18,119,144,39,61
LCE3D,12,55,3,79,18,119,144,39,61
LCE3E,12,55,3,79,18,119,144,39,61
LCE4A,12,55,3,79,18,119,144,39,61
LCE5A,12,55,3,79,18,119,144,39,61
LCK,33,7,46,79,134,120,84,56,47
LCLAT1,7,111,10,6,107,82,149,25,91
LCMT1,68,39,114,117,36,9,4,94,110
LCMT2,71,43,73,61,89,10,11,81,139
LCN1,49,74,21,99,121,75,58,12,41
LCN12,71,101,73,34,31,38,13,110,19
LCN15,53,46,91,91,62,18,39,56,137
LCN1P1,68,103,125,37,29,38,19,101,117
LCN2,3,75,19,7,130,88,113,36,59
LCN6,3,119,16,5,110,89,121,34,58
LCN8,82,100,70,37,99,30,13,96,25
LCN9,119,123,20,2,123,71,113,31,55
LCNL1,37,127,24,67,79,70,65,15,56
LCOR,42,54,98,72,16,113,142,49,79
LCORL,31,24,120,117,43,139,22,117,126
LCP1,117,66,26,99,135,42,54,14,6
LCP2,52,12,88,81,49,122,83,56,46
LCT,78,47,81,64,101,40,24,86,26
LCTL,105,77,35,33,129,76,110,2,56
LDAF1,104,77,37,33,127,76,123,1,56
LDAH,82,40,61,118,28,24,8,112,23
LDB1,41,59,94,77,14,111,69,45,77
LDB2,17,70,58,71,25,123,81,68,68
LDB3,64,52,83,103,81,35,80,143,14
LDHA,85,115,30,39,104,59,139,130,49
LDHAL6A,92,91,29,39,106,59,120,85,50
LDHAL6B,92,91,29,35,85,37,120,85,1
LDHB,85,115,30,39,106,20,139,130,49
LDHC,93,82,48,136,97,60,120,85,21
LDHD,66,100,125,122,30,23,114,91,118
LDLR,118,74,38,33,133,74,59,50,7
LDLRAD1,3,116,9,14,111,87,148,19,91
LDLRAD2,120,77,63,34,49,63,55,34,140
LDLRAD3,72,36,89,91,91,136,34,116,131
LDLRAD4,110,8,87,94,48,47,83,135,127
LDLRAP1,26,14,67,92,45,126,28,66,99
LDOC1,14,56,2,77,19,118,143,37,65
LEAP2,76,30,85,64,80,5,40,89,142
LECT2,33,52,82,84,47,50,39,124,133
LEF1,29,71,105,113,70,109,136,120,80
LEFTY1,49,75,77,57,1,28,145,141,66
LEFTY2,3,75,77,21,1,28,146,62,64
LEKR1,51,93,114,128,31,52,23,73,111
LELP1,16,13,54,92,20,121,83,71,71
LEMD1,99,76,23,97,128,64,108,3,37
LEMD2,102,120,18,33,115,71,123,29,85
LEMD3,6,111,8,11,108,81,147,22,87
LENEP,112,106,109,122,30,23,18,102,118
LENG1,14,57,2,74,19,115,143,37,64
LENG8,43,63,102,41,15,103,75,40,78
LENG9,59,98,117,117,43,26,23,57,125
LEO1,2,65,97,48,4,92,77,106,31
LEP,117,66,25,96,135,41,101,125,7
LEPR,114,74,25,133,135,42,57,12,9
LEPROT,99,76,35,131,129,76,113,3,37
LEPROTL1,7,109,11,14,107,80,149,23,89
LETM1,87,113,28,55,102,134,94,127,51
LETM2,62,41,63,28,91,12,34,114,113
LETMD1,106,125,18,4,118,77,123,26,57
LEUTX,8,120,17,8,118,86,130,28,85
LEXM,36,45,123,118,51,31,7,142,25
LFNG,72,104,70,119,36,24,13,83,145
LGALS1,9,116,14,14,111,89,130,28,90
LGALS12,118,74,45,107,72,44,57,16,43
LGALS13,51,17,126,130,65,141,35,64,95
LGALS14,18,58,1,71,17,117,145,67,65
LGALS2,69,38,78,23,50,14,43,111,137
LGALS3,10,109,10,12,107,82,127,25,89
LGALS3BP,78,44,50,59,96,18,13,83,144
LGALS4,28,16,55,91,23,122,89,65,100
LGALS7,34,52,82,103,82,17,11,142,14
LGALS7B,49,75,25,132,130,74,56,36,40
LGALS8,9,118,14,14,114,88,129,21,86
LGALS9,87,80,31,54,103,59,94,126,52
LGALS9B,100,79,21,133,124,74,111,2,40
LGALS9C,105,74,21,131,135,74,111,13,40
LGALSL,53,34,64,59,53,136,9,116,137
LGI1,117,66,46,108,132,131,104,125,47
LGI2,67,107,70,37,41,33,13,101,119
LGI4,12,55,71,30,122,131,46,36,39
LGMN,75,21,41,33,75,57,45,17,3
LGR4,101,87,33,137,120,60,119,5,45
LGR5,113,67,46,109,133,56,56,15,8
LGR6,61,35,62,128,41,29,21,109,108
LGSN,54,80,77,118,48,20,10,83,20
LGTN,82,42,113,,33,4,11,96,19
LHB,37,1,91,88,54,145,38,70,94
LHCGR,78,30,83,89,80,36,52,89,17
LHFPL1,115,76,34,133,129,75,106,10,38
LHFPL2,116,79,26,133,126,75,111,10,41
LHFPL3,100,66,39,105,71,60,117,1,41
LHFPL4,91,68,43,98,73,53,57,87,44
LHFPL5,6,111,8,11,108,79,147,22,87
LHFPL6,91,87,23,100,73,66,106,11,42
LHPP,57,47,75,62,98,19,11,76,113
LHX1,39,60,94,76,12,98,70,45,72
LHX2,40,59,92,47,14,97,70,45,72
LHX3,41,59,93,75,14,97,70,45,72
LHX4,41,59,93,76,14,97,69,45,72
LHX6,42,53,1,69,26,115,66,47,63
LHX8,42,53,1,74,26,115,66,47,63
LHX9,24,71,124,113,68,130,135,63,96
LIAS,72,104,69,35,34,33,20,73,25
LIF,16,12,88,92,21,121,62,125,40
LIFR,105,79,21,31,124,74,101,2,39
LIFR-AS1,29,108,108,123,42,93,133,58,32
LIG1,30,95,106,112,3,107,141,128,82
LIG3,48,63,95,43,1,104,78,42,74
LIG4,81,90,50,40,95,20,118,97,120
LILRA1,7,,8,9,124,79,57,22,5
LILRA3,10,23,8,1,124,79,57,1,42
LILRA5,119,74,21,31,124,75,102,33,40
LILRA6,11,33,8,31,72,81,56,30,2
LILRB1,104,81,10,131,125,84,106,3,38
LILRB2,102,87,8,1,129,84,106,1,39
LILRB3,105,68,12,99,75,69,65,27,16
LILRB4,105,87,36,133,124,76,102,2,40
LILRB5,106,23,40,11,78,86,59,42,1
LIM2,37,67,110,85,47,48,52,61,144
LIMA1,33,15,46,108,134,122,145,52,71
LIMCH1,72,27,77,21,90,141,33,137,115
LIMD1,35,14,53,81,63,122,80,66,70
LIMD2,66,106,125,37,29,21,19,102,117
LIME1,105,77,37,3,121,72,123,31,55
LIMK1,32,37,89,60,56,143,38,55,133
LIMK2,78,33,52,64,101,34,24,86,17
LIMS1,28,70,56,68,24,124,60,65,68
LIMS2,51,14,67,92,63,142,27,66,94
LIMS3,17,69,56,69,25,123,81,69,66
LIMS4,17,17,56,69,25,124,82,69,66
LIN28A,5,9,4,51,8,90,100,104,34
LIN28B,5,9,4,52,9,91,100,104,34
LIN37,41,59,93,76,14,98,69,45,72
LIN52,39,53,94,72,12,110,67,49,77
LIN54,39,60,94,72,12,110,69,46,77
LIN7A,37,14,87,94,46,132,145,70,99
LIN7B,37,14,88,92,45,132,145,70,71
LIN7C,110,3,87,92,48,132,84,129,127
LIN9,40,59,92,75,14,97,70,45,72
LINC00092,43,64,42,123,58,106,10,128,31
LINC00173,60,92,109,123,44,21,115,93,118
LINC00189,93,44,67,25,56,27,9,59,137
LINC00205,67,80,70,26,50,9,7,35,47
LINC00242,20,98,67,58,50,137,32,85,10
LINC00260,19,36,126,66,62,141,43,141,
LINC00265,35,75,98,21,53,109,88,107,72
LINC00266-1,61,43,123,61,87,3,1,141,131
